特	67.1749
係	67.2661
格	67.3567
勢	67.4463
宮	67.5359
神	67.6247
式	67.7130
止	67.8013
置	67.8892
果	67.9771
放	68.0647
割	68.1513
裁	68.2377
少	68.3236
土	68.4092
演	68.4946
有	68.5796
線	68.6646
石	68.7485
語	68.8320
過	68.9154
終	68.9981
必	69.0808
転	69.1634
確	69.2456
両	69.3278
送	69.4094
状	69.4905
害	69.5709
提	69.6512
位	69.7313
研	69.8112
護	69.8911
収	69.9706
再	70.0500
消	70.1293
軍	70.2084
能	70.2875
比	70.3660
銀	70.4446
商	70.5228
輸	70.6005
崎	70.6778
警	70.7551
規	70.8322
由	70.9089
農	70.9853
常	71.0616
応	71.1378
育	71.2140
違	71.2900
夫	71.3654
士	71.4406
義	71.5158
身	71.5907
配	71.6654
館	71.7396
敗	71.8132
術	71.8862
説	71.9593
足	72.0321
施	72.1047
食	72.1770
補	72.2490
起	72.3207
乗	72.3923
球	72.4636
断	72.5350
残	72.6062
額	72.6774
導	72.7483
算	72.8192
南	72.8900
港	72.9606
証	73.0309
真	73.1006
究	73.1703
沢	73.2399
病	73.3093
談	73.3785
争	73.4476
急	73.5165
楽	73.5853
松	73.6539
落	73.7225
援	73.7909
製	73.8593
何	73.9277
率	73.9960
宅	74.0640
例	74.1311
備	74.1983
可	74.2653
訴	74.3321
構	74.3986
番	74.4649
張	74.5307
声	74.5958
美	74.6609
着	74.7258
担	74.7903
労	74.8547
優	74.9186
域	74.9824
難	75.0458
防	75.1092
幹	75.1723
庁	75.2351
武	75.2978
造	75.3604
佐	75.4228
与	75.4850
視	75.5472
副	75.6090
試	75.6705
質	75.7319
限	75.7931
路	75.8540
態	75.9150
景	75.9756
象	76.0360
技	76.0963
助	76.1566
郎	76.2166
準	76.2762
待	76.3358
験	76.3952
境	76.4542
親	76.5132
席	76.5722
形	76.6311
展	76.6897
頭	76.7482
戸	76.8065
谷	76.8647
働	76.9225
況	76.9802
仕	77.0377
葉	77.0953
早	77.1528
株	77.2100
監	77.2668
授	77.3236
量	77.3804
門	77.4371
票	77.4937
想	77.5502
然	77.6065
渡	77.6627
審	77.7188
課	77.7746
良	77.8304
伝	77.8861
英	77.9417
管	77.9972
条	78.0528
念	78.1081
愛	78.1632
横	78.2181
族	78.2729
被	78.3275
供	78.3820
医	78.4363
室	78.4906
映	78.5448
末	78.5987
負	78.6526
個	78.7064
器	78.7600
低	78.8136
若	78.8669
字	78.9201
追	78.9733
差	79.0264
値	79.0794
種	79.1321
鉄	79.1844
風	79.2365
申	79.2884
味	79.3402
整	79.3920
音	79.4432
退	79.4944
守	79.5455
注	79.5966
返	79.6475
環	79.6982
型	79.7486
太	79.7990
天	79.8493
客	79.8995
影	79.9496
財	79.9997
含	80.0496
望	80.0994
紙	80.1490
観	80.1982
買	80.2472
姿	80.2961
科	80.3449
響	80.3936
花	80.4423
復	80.4906
春	80.5388
述	80.5871
好	80.6353
去	80.6834
様	80.7315
園	80.7793
橋	80.8272
答	80.8749
隊	80.9224
察	80.9699
移	81.0172
児	81.0644
程	81.1116
細	81.1587
独	81.2058
光	81.2529
捕	81.2997
命	81.3461
推	81.3923
洋	81.4384
衛	81.4846
専	81.5307
失	81.5766
評	81.6223
帰	81.6677
白	81.7129
兵	81.7580
訪	81.8031
辺	81.8481
請	81.8931
呼	81.9378
離	81.9824
深	82.0266
師	82.0705
史	82.1145
処	82.1583
段	82.2020
材	82.2456
販	82.2893
積	82.3329
歩	82.3760
振	82.4192
修	82.4623
競	82.5052
婦	82.5481
号	82.5909
雄	82.6336
階	82.6763
根	82.7189
船	82.7615
賞	82.8040
赤	82.8463
歌	82.8885
浜	82.9307
火	82.9729
他	83.0148
満	83.0568
録	83.0987
丸	83.1406
夜	83.1824
悪	83.2242
融	83.2659
弁	83.3076
候	83.3491
河	83.3906
討	83.4321
単	83.4735
達	83.5149
林	83.5561
効	83.5972
署	83.6384
極	83.6793
系	83.7201
非	83.7608
針	83.8012
識	83.8415
久	83.8816
憲	83.9214
吉	83.9613
庫	84.0010
森	84.0408
並	84.0806
益	84.1202
接	84.1598
登	84.1989
衆	84.2378
撃	84.2767
券	84.3155
捜	84.3543
故	84.3928
閣	84.4312
城	84.4696
秋	84.5080
青	84.5464
母	84.5846
周	84.6228
韓	84.6608
編	84.6988
責	84.7367
寄	84.7745
模	84.8123
鮮	84.8500
図	84.8873
催	84.9246
右	84.9619
央	84.9991
走	85.0363
江	85.0734
障	85.1104
易	85.1474
清	85.1844
速	85.2212
博	85.2577
欧	85.2942
友	85.3306
秒	85.3670
督	85.4033
健	85.4396
休	85.4758
除	85.5119
渉	85.5481
飛	85.5842
献	85.6203
均	85.6564
存	85.6924
航	85.7284
介	85.7644
給	85.8000
蔵	85.8355
超	85.8710
座	85.9062
採	85.9412
殺	85.9761
従	86.0109
未	86.0457
色	86.0804
険	86.1150
富	86.1496
幅	86.1842
鹿	86.2188
旧	86.2534
読	86.2879
遺	86.3222
札	86.3564
激	86.3906
摘	86.4247
突	86.4588
黒	86.4927
写	86.5265
豊	86.5603
具	86.5940
司	86.6277
苦	86.6613
伊	86.6948
核	86.7277
療	86.7606
余	86.7934
週	86.8263
波	86.8590
完	86.8915
織	86.9241
類	86.9565
左	86.9887
講	87.0208
津	87.0529
顔	87.0849
駅	87.1167
就	87.1485
夏	87.1802
舞	87.2119
廃	87.2435
装	87.2751
降	87.3066
批	87.3380
否	87.3694
賀	87.4008
破	87.4319
紀	87.4628
脳	87.4935
債	87.5242
厳	87.5549
薬	87.5855
便	87.6162
歴	87.6466
抜	87.6770
危	87.7072
延	87.7374
冷	87.7676
興	87.7977
越	87.8277
馬	87.8577
異	87.8875
父	87.9170
劇	87.9465
拡	87.9761
逮	88.0056
貿	88.0350
及	88.0644
素	88.0936
覚	88.1228
頼	88.1518
盛	88.1808
習	88.2098
般	88.2387
占	88.2676
留	88.2964
罪	88.3252
級	88.3540
竹	88.3828
短	88.4115
等	88.4402
換	88.4688
将	88.4974
尾	88.5258
芸	88.5542
毎	88.5825
締	88.6108
寺	88.6391
丁	88.6672
植	88.6952
羽	88.7232
亡	88.7512
迎	88.7791
績	88.8070
旅	88.8349
岩	88.8628
盟	88.8906
喜	88.9184
沖	88.9461
陸	88.9739
標	89.0016
払	89.0293
替	89.0570
奈	89.0845
皇	89.1118
許	89.1390
因	89.1661
伸	89.1932
熱	89.2202
攻	89.2472
永	89.2742
継	89.3010
王	89.3277
散	89.3543
玉	89.3810
油	89.4076
妻	89.4342
属	89.4607
禁	89.4872
志	89.5137
静	89.5400
印	89.5660
維	89.5921
幸	89.6180
厚	89.6439
辞	89.6698
香	89.6957
湾	89.7214
暴	89.7471
圧	89.7727
勤	89.7983
抗	89.8237
倍	89.8491
背	89.8743
昭	89.8993
途	89.9242
戻	89.9491
貨	89.9739
帯	89.9985
順	90.0232
押	90.0477
曲	90.0723
岸	90.0968
徒	90.1212
崩	90.1457
源	90.1700
彼	90.1943
則	90.2185
輪	90.2426
精	90.2667
逆	90.2907
囲	90.3146
聴	90.3385
善	90.3623
刑	90.3862
池	90.4101
踏	90.4339
服	90.4577
適	90.4814
犯	90.5049
遅	90.5283
塁	90.5517
倉	90.5750
壊	90.5983
角	90.6215
僚	90.6447
略	90.6677
欠	90.6905
郡	90.7134
雨	90.7361
層	90.7589
償	90.7816
婚	90.8044
宿	90.8271
徳	90.8498
固	90.8725
震	90.8951
熊	90.9178
坂	90.9404
塚	90.9630
測	90.9855
賛	91.0081
倒	91.0306
旬	91.0531
普	91.0755
版	91.0980
停	91.1203
築	91.1426
脱	91.1649
執	91.1871
軽	91.2093
練	91.2314
康	91.2535
街	91.2755
浦	91.2975
避	91.3195
棄	91.3415
列	91.3633
損	91.3852
患	91.4071
載	91.4289
爆	91.4507
居	91.4725
募	91.4942
陣	91.5159
像	91.5375
傷	91.5591
漁	91.5806
乱	91.6021
卒	91.6236
迫	91.6450
絡	91.6663
遣	91.6876
闘	91.7088
星	91.7300
緊	91.7510
諸	91.7720
惑	91.7930
彦	91.8139
鳥	91.8347
跡	91.8555
之	91.8762
浮	91.8968
庭	91.9174
遠	91.9380
老	91.9585
雑	91.9790
狙	91.9994
削	92.0198
臨	92.0402
焼	92.0605
底	92.0808
為	92.1011
昇	92.1213
養	92.1414
儀	92.1616
努	92.1817
混	92.2019
樹	92.2219
温	92.2419
宣	92.2619
縄	92.2818
創	92.3018
絶	92.3216
郵	92.3413
密	92.3611
令	92.3808
恵	92.4005
契	92.4202
繰	92.4398
救	92.4594
届	92.4788
齢	92.4982
願	92.5175
恐	92.5368
遊	92.5560
掲	92.5753
息	92.5944
致	92.6135
納	92.6325
幕	92.6515
枚	92.6705
賃	92.6895
血	92.7084
更	92.7274
葬	92.7463
裏	92.7651
栄	92.7839
拠	92.8027
染	92.8215
岐	92.8403
抱	92.8590
需	92.8777
兆	92.8963
房	92.9150
刊	92.9336
著	92.9522
巨	92.9708
逃	92.9892
雇	93.0075
貴	93.0259
招	93.0442
隆	93.0624
迷	93.0807
汚	93.0990
仲	93.1172
抑	93.1354
草	93.1535
板	93.1716
希	93.1897
暮	93.2076
措	93.2255
刻	93.2434
併	93.2612
承	93.2788
災	93.2964
季	93.3139
誌	93.3315
欲	93.3490
借	93.3664
宇	93.3838
邦	93.4011
秀	93.4184
堂	93.4357
複	93.4529
骨	93.4702
里	93.4874
折	93.5046
瀬	93.5217
描	93.5389
純	93.5560
絵	93.5731
酒	93.5900
触	93.6069
訳	93.6239
鈴	93.6408
筋	93.6577
弘	93.6744
射	93.6912
弱	93.7079
択	93.7245
伴	93.7412
撤	93.7578
奏	93.7743
君	93.7909
扱	93.8075
痛	93.8240
秘	93.8405
詰	93.8569
節	93.8734
陽	93.8898
了	93.9062
緩	93.9226
託	93.9389
端	93.9553
功	93.9716
探	93.9879
盤	94.0042
巻	94.0205
却	94.0367
訟	94.0528
阜	94.0688
布	94.0847
笑	94.1007
困	94.1165
縮	94.1324
夕	94.1482
徴	94.1639
称	94.1795
閉	94.1951
奥	94.2106
盗	94.2262
懸	94.2415
飲	94.2569
章	94.2722
還	94.2875
誘	94.3027
弾	94.3179
貸	94.3331
我	94.3482
控	94.3633
智	94.3784
裕	94.3934
預	94.4084
贈	94.4234
緒	94.4384
傾	94.4532
掛	94.4680
薦	94.4827
仏	94.4975
慮	94.5121
燃	94.5267
肉	94.5412
束	94.5556
泉	94.5701
依	94.5845
埋	94.5989
症	94.6133
宗	94.6277
砂	94.6420
枠	94.6563
互	94.6706
駐	94.6848
敬	94.6989
群	94.7130
曜	94.7270
慎	94.7409
紹	94.7548
奪	94.7687
購	94.7826
夢	94.7964
項	94.8102
診	94.8239
簡	94.8376
律	94.8512
祭	94.8648
拒	94.8784
促	94.8918
片	94.9052
杉	94.9186
躍	94.9319
充	94.9452
免	94.9584
刺	94.9716
祉	94.9847
銃	94.9979
勧	95.0110
看	95.0240
圏	95.0370
譲	95.0500
仙	95.0629
甲	95.0758
埼	95.0887
仮	95.1015
壁	95.1143
典	95.1269
操	95.1396
御	95.1522
悩	95.1647
宝	95.1772
銭	95.1896
荷	95.2021
顧	95.2146
稲	95.2269
俊	95.2393
沿	95.2516
臓	95.2640
衝	95.2763
誉	95.2886
豪	95.3009
排	95.3131
華	95.3254
孝	95.3375
兼	95.3497
雪	95.3619
唱	95.3739
雅	95.3859
鋼	95.3979
照	95.4099
隠	95.4218
剤	95.4337
謝	95.4456
撮	95.4575
渋	95.4694
携	95.4813
巡	95.4932
吹	95.5050
殿	95.5168
忠	95.5286
晴	95.5404
冬	95.5522
茂	95.5639
揮	95.5756
徹	95.5873
捨	95.5990
薄	95.6106
獲	95.6221
戒	95.6335
腐	95.6450
柱	95.6563
飯	95.6677
敏	95.6790
堀	95.6904
透	95.7017
勉	95.7129
駆	95.7242
隣	95.7354
犠	95.7466
妥	95.7578
敷	95.7689
滞	95.7800
械	95.7911
貯	95.8021
茶	95.8131
菱	95.8240
魚	95.8349
悲	95.8458
荒	95.8567
吸	95.8675
誤	95.8783
握	95.8891
籍	95.8999
己	95.9106
句	95.9213
袋	95.9321
誠	95.9427
包	95.9534
範	95.9641
揺	95.9747
筆	95.9853
暫	95.9959
析	96.0064
綱	96.0170
梅	96.0275
揚	96.0380
窓	96.0484
床	96.0589
潟	96.0693
侵	96.0797
芝	96.0902
茨	96.1005
哲	96.1108
翌	96.1211
柳	96.1313
騒	96.1416
暗	96.1518
索	96.1619
襲	96.1721
娘	96.1822
網	96.1922
塩	96.2022
挑	96.2122
郷	96.2222
喪	96.2322
到	96.2421
緑	96.2520
誕	96.2619
弟	96.2718
浩	96.2816
堅	96.2914
皮	96.3012
裂	96.3109
双	96.3206
畑	96.3303
紛	96.3400
貢	96.3496
舎	96.3593
衣	96.3689
賄	96.3784
童	96.3880
快	96.3976
訓	96.4071
肝	96.4167
毛	96.4263
礼	96.4358
炭	96.4453
濃	96.4549
寝	96.4644
洗	96.4738
驚	96.4831
也	96.4925
慣	96.5018
昼	96.5110
歯	96.5202
臣	96.5294
柄	96.5386
宏	96.5477
滑	96.5569
仁	96.5660
至	96.5751
忘	96.5842
微	96.5933
歓	96.6024
焦	96.6114
掘	96.6203
克	96.6292
抵	96.6381
泊	96.6469
似	96.6557
鉱	96.6645
液	96.6733
牛	96.6821
括	96.6909
嶋	96.6996
鳴	96.7083
趣	96.7169
阿	96.7256
酸	96.7343
胸	96.7429
乳	96.7515
較	96.7602
距	96.7688
斎	96.7773
偽	96.7859
杯	96.7944
斉	96.8030
妙	96.8115
既	96.8199
浅	96.8283
飾	96.8367
雲	96.8450
筑	96.8534
即	96.8617
湖	96.8701
硬	96.8784
威	96.8867
露	96.8950
閥	96.9033
覇	96.9116
矢	96.9199
潮	96.9281
鎖	96.9364
祝	96.9446
琴	96.9528
邸	96.9610
釈	96.9692
慶	96.9774
是	96.9855
旗	96.9936
桜	97.0017
封	97.0098
旭	97.0178
煕	97.0258
浴	97.0338
賠	97.0418
炎	97.0498
昔	97.0578
宙	97.0658
牧	97.0737
兄	97.0817
詳	97.0896
寿	97.0975
柔	97.1054
繁	97.1133
麻	97.1212
滋	97.1290
肩	97.1368
慰	97.1445
腕	97.1522
貫	97.1599
腹	97.1676
朗	97.1753
撲	97.1829
滅	97.1905
犬	97.1981
尊	97.2056
鶴	97.2132
縦	97.2207
泳	97.2282
垣	97.2357
須	97.2432
旨	97.2506
幼	97.2581
賢	97.2655
詩	97.2730
懇	97.2804
昌	97.2878
貞	97.2952
泰	97.3026
菜	97.3100
翼	97.3174
畿	97.3248
嫌	97.3322
毒	97.3396
励	97.3468
輝	97.3541
添	97.3614
甘	97.3686
幌	97.3758
沈	97.3830
蓄	97.3902
脅	97.3974
刷	97.4045
黄	97.4117
沼	97.4188
湯	97.4260
諭	97.4331
舗	97.4401
炉	97.4472
箱	97.4543
竜	97.4614
岳	97.4684
剣	97.4754
摩	97.4824
砲	97.4894
干	97.4964
敵	97.5034
珍	97.5104
栃	97.5174
懲	97.5243
錦	97.5313
稼	97.5382
罰	97.5452
縁	97.5521
虫	97.5590
喚	97.5659
踊	97.5728
鯨	97.5797
勇	97.5866
丘	97.5935
陳	97.6003
陥	97.6072
祖	97.6140
俳	97.6209
枝	97.6277
牲	97.6345
梶	97.6413
腰	97.6480
怒	97.6548
耳	97.6615
龍	97.6682
浪	97.6749
煙	97.6815
膨	97.6882
覧	97.6948
棟	97.7015
丹	97.7080
丈	97.7146
那	97.7212
肥	97.7277
簿	97.7342
軸	97.7407
魅	97.7472
梨	97.7537
穂	97.7602
繊	97.7667
帝	97.7731
穴	97.7796
稿	97.7859
啓	97.7923
尽	97.7987
倫	97.8050
往	97.8113
糸	97.8177
曽	97.8240
卵	97.8303
聖	97.8366
礎	97.8429
絞	97.8492
頑	97.8554
偏	97.8616
貧	97.8678
遇	97.8739
漏	97.8801
零	97.8861
序	97.8922
孤	97.8982
没	97.9042
亀	97.9103
狭	97.9163
耐	97.9222
恒	97.9282
豆	97.9341
浄	97.9400
駒	97.9460
瞬	97.9519
拓	97.9577
郊	97.9636
彩	97.9695
糧	97.9753
塾	97.9812
飼	97.9870
李	97.9928
菊	97.9985
脚	98.0043
冊	98.0101
鏡	98.0158
玄	98.0215
粉	98.0272
殖	98.0329
廷	98.0385
軒	98.0442
墓	98.0498
寒	98.0553
怖	98.0609
拘	98.0664
頂	98.0720
幡	98.0775
噴	98.0830
欄	98.0885
眠	98.0940
僕	98.0995
疲	98.1049
擁	98.1103
悟	98.1157
恩	98.1210
憶	98.1264
皆	98.1318
誇	98.1371
孫	98.1425
殊	98.1478
溶	98.1530
軟	98.1583
寛	98.1635
覆	98.1687
嘉	98.1740
卓	98.1791
拍	98.1843
煮	98.1894
亜	98.1946
慢	98.1997
芳	98.2048
凍	98.2100
俣	98.2151
彰	98.2202
曙	98.2253
胞	98.2304
彫	98.2354
匹	98.2405
菌	98.2456
径	98.2506
輩	98.2557
黙	98.2607
培	98.2657
恋	98.2707
泣	98.2757
尋	98.2807
磨	98.2856
潜	98.2905
剰	98.2955
鑑	98.3003
紅	98.3052
眼	98.3101
笠	98.3149
陰	98.3198
阻	98.3246
諮	98.3294
灯	98.3342
遂	98.3390
髪	98.3438
尚	98.3486
弥	98.3533
概	98.3580
雰	98.3628
剛	98.3675
銘	98.3722
掃	98.3769
缶	98.3815
耕	98.3862
霊	98.3908
陶	98.3954
脇	98.4000
伏	98.4046
熟	98.4092
喫	98.4138
渕	98.4184
卸	98.4229
尻	98.4275
磁	98.4320
妹	98.4365
帳	98.4410
栗	98.4455
艦	98.4500
浸	98.4545
湿	98.4590
漫	98.4635
冒	98.4679
訂	98.4724
刈	98.4768
壇	98.4813
淡	98.4857
姉	98.4901
祥	98.4945
涙	98.4989
尼	98.5032
筒	98.5076
庄	98.5119
忙	98.5163
虚	98.5206
披	98.5250
暖	98.5293
征	98.5336
唯	98.5379
謀	98.5423
叫	98.5465
咲	98.5508
奇	98.5550
妨	98.5593
晃	98.5634
猶	98.5676
屈	98.5717
悔	98.5759
釣	98.5800
晩	98.5842
肺	98.5883
媛	98.5924
暇	98.5965
嵐	98.6006
跳	98.6047
脈	98.6088
辻	98.6129
柴	98.6169
隔	98.6210
巣	98.6251
騰	98.6291
栽	98.6331
俵	98.6371
奨	98.6411
秩	98.6451
塗	98.6491
祈	98.6531
菅	98.6571
唆	98.6611
随	98.6651
抽	98.6690
衡	98.6729
据	98.6768
斜	98.6807
桑	98.6846
荘	98.6885
鬼	98.6923
乾	98.6962
佳	98.6999
粘	98.7037
拝	98.7075
隻	98.7112
猛	98.7150
漢	98.7187
棒	98.7224
砕	98.7262
糖	98.7299
架	98.7336
孜	98.7372
脂	98.7409
鋭	98.7446
盾	98.7483
緯	98.7520
苗	98.7556
姫	98.7593
堤	98.7629
紫	98.7666
銅	98.7702
狂	98.7739
祐	98.7775
勲	98.7811
洲	98.7847
氷	98.7883
篠	98.7919
翻	98.7955
淳	98.7990
癒	98.8026
麦	98.8061
紡	98.8096
軌	98.8131
翔	98.8166
嘆	98.8200
衰	98.8235
澤	98.8270
徐	98.8305
靖	98.8339
懐	98.8374
堺	98.8408
粒	98.8442
貝	98.8476
冨	98.8510
逸	98.8544
疎	98.8577
虐	98.8611
才	98.8644
陛	98.8678
刀	98.8711
汁	98.8744
惨	98.8778
葛	98.8811
粧	98.8844
准	98.8878
柏	98.8911
詐	98.8944
俗	98.8977
滝	98.9010
酬	98.9043
胆	98.9075
紋	98.9108
稚	98.9141
芦	98.9173
綿	98.9206
漂	98.9238
溝	98.9271
瑞	98.9303
雷	98.9336
奉	98.9368
嫁	98.9400
珠	98.9432
殴	98.9464
班	98.9496
伎	98.9529
詞	98.9560
烈	98.9592
堰	98.9624
鎌	98.9656
棚	98.9688
釧	98.9719
潤	98.9750
穫	98.9782
冠	98.9813
墨	98.9844
霧	98.9875
墳	98.9906
蒸	98.9937
拾	98.9968
峰	98.9998
邪	99.0029
陵	99.0060
艇	99.0090
鈍	99.0121
寮	99.0151
泥	99.0181
奮	99.0211
棋	99.0241
亭	99.0271
幻	99.0301
恥	99.0331
姓	99.0361
粛	99.0391
廊	99.0421
郭	99.0450
妃	99.0480
潔	99.0509
穏	99.0539
悦	99.0568
欺	99.0597
灰	99.0627
磯	99.0656
桂	99.0685
皿	99.0714
疫	99.0742
伯	99.0771
駄	99.0800
妊	99.0829
凶	99.0857
舟	99.0886
巧	99.0914
酔	99.0943
仰	99.0971
晶	99.0999
汗	99.1027
淀	99.1055
膜	99.1083
菓	99.1111
魔	99.1139
辰	99.1167
涯	99.1195
謙	99.1223
盆	99.1250
毅	99.1278
唐	99.1306
釜	99.1333
澄	99.1361
萩	99.1388
牟	99.1415
靴	99.1442
勘	99.1469
乏	99.1496
髄	99.1523
吾	99.1550
洞	99.1577
笹	99.1604
誓	99.1630
遭	99.1657
宜	99.1684
劣	99.1710
矛	99.1736
桐	99.1763
芽	99.1789
輔	99.1815
碑	99.1841
獄	99.1868
峡	99.1894
擦	99.1920
肌	99.1946
顕	99.1972
鎮	99.1998
偶	99.2023
把	99.2048
椿	99.2073
坊	99.2098
搬	99.2123
符	99.2148
敦	99.2172
傍	99.2197
垂	99.2222
鉛	99.2247
粗	99.2271
暑	99.2296
后	99.2320
宰	99.2345
塔	99.2369
稔	99.2394
壮	99.2418
刃	99.2442
縫	99.2466
鳩	99.2490
鐘	99.2514
弓	99.2538
呉	99.2562
机	99.2586
尿	99.2610
惜	99.2633
霞	99.2657
隅	99.2681
朴	99.2704
臭	99.2728
猫	99.2751
辛	99.2774
謡	99.2797
悼	99.2820
壌	99.2843
鼻	99.2866
畳	99.2889
累	99.2911
狩	99.2934
寂	99.2957
赴	99.2979
膚	99.3002
炊	99.3025
忍	99.3047
穀	99.3069
酷	99.3092
荻	99.3114
帽	99.3136
亮	99.3158
庶	99.3180
恭	99.3202
鷹	99.3224
怠	99.3246
弦	99.3268
匠	99.3290
傘	99.3312
拐	99.3334
寸	99.3356
憂	99.3377
瓶	99.3398
胃	99.3420
諾	99.3441
函	99.3462
頻	99.3483
枯	99.3504
履	99.3524
槽	99.3545
閲	99.3566
錯	99.3587
哉	99.3608
魂	99.3629
虜	99.3649
羅	99.3670
僧	99.3691
肢	99.3711
怪	99.3732
鍋	99.3752
盲	99.3773
灘	99.3793
践	99.3813
圭	99.3833
鉢	99.3853
呂	99.3873
獣	99.3893
宴	99.3913
蒲	99.3933
鳳	99.3952
桃	99.3972
麗	99.3991
乃	99.4011
呈	99.4030
吐	99.4050
裸	99.4069
窒	99.4088
囚	99.4107
紳	99.4126
循	99.4145
綾	99.4164
幣	99.4183
鼓	99.4202
該	99.4221
遷	99.4239
搭	99.4258
坪	99.4277
漠	99.4295
猪	99.4314
腎	99.4332
飢	99.4350
琵	99.4369
寧	99.4387
朱	99.4406
琶	99.4424
窮	99.4442
憾	99.4461
蘭	99.4479
鴨	99.4497
畠	99.4515
如	99.4533
舶	99.4551
偉	99.4569
濯	99.4587
暦	99.4604
騎	99.4622
俸	99.4640
樋	99.4657
楠	99.4675
娠	99.4692
旋	99.4709
殻	99.4727
涼	99.4744
腸	99.4761
畜	99.4779
鶏	99.4796
粋	99.4813
召	99.4830
虎	99.4847
藩	99.4864
漬	99.4881
洪	99.4898
縛	99.4915
昆	99.4932
薫	99.4949
眺	99.4966
赦	99.4983
弊	99.4999
苑	99.5016
蘇	99.5032
郁	99.5049
磐	99.5065
沸	99.5081
琉	99.5098
哀	99.5114
凡	99.5130
槻	99.5146
扇	99.5162
慈	99.5178
伐	99.5194
蓮	99.5210
巳	99.5226
湊	99.5242
椎	99.5258
濁	99.5274
燥	99.5290
媒	99.5305
奄	99.5321
